Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,3540744,3617157,3696074,3778073,3861765,3945445,4027751,4108142,4187320,4266560,4345932,4422377,4492648,4556303,4613807,4664717,4708544,4745122,4774943,4799059,4818693,4842088,4876669,4918310,4961462,5005071,5049969,5096896,5146705,5197891,5247873,5291452,5326283,5354820,5380770,5406233,5430269,5454067,5478809,5504518,5530180,5554743,5577854,5599321,5619071,5636317,5649816,5659627,5667202,5673944,5680497,5687788,5691663,5690153,5685197,5681407,5678772,5672587,5665169,5656039,5646057,5624501,5598475,5580991
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,62800,63524,64726,66008,67213,68332,69099,69889,71038,72254,73412,74833,75101,74807,75641,76145,76394,76537,76080,75953,76178,76609,77493,78153,78676,79201,79299,78797,77775,76691,76016,75621,75495,75837,76155,76572,77348,77869,76733,74241,71471,69013,69199,70807,72205,74221,76286,77949,79082,79750,80925,82313,83014,83712,84647,85626,86451,86682,84048,81906,81310,79918,78666,77532
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,4443,4529,4619,4712,4810,4907,5005,5106,5203,5295,5467,5752,6080,6412,6748,7084,7414,7733,8033,8333,8695,9112,9540,9966,10397,10839,11282,11723,12173,12648,13223,13884,14564,15262,15970,16682,17401,18126,18840,19540,20237,20938,21645,22349,23061,23786,24510,25237,25966,26689,27420,28139,28844,29543,30235,30915,31588,32252,32900,33541,34171,34865,35622,36362
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,298886,303405,306160,308828,311288,313702,316236,318823,321429,324089,326848,329768,332885,335279,335352,334763,335473,336639,337817,339035,340325,341723,344288,349007,354725,360363,365933,371422,376791,382009,387074,391940,397258,404976,414340,423391,432216,440883,449402,457764,465991,474258,483007,492191,501418,510623,519822,529042,538274,547513,556764,566219,575895,585352,594485,603502,612478,621232,629591,637642,645595,653366,660545,667374
Czechia,CZE,"Population, female",SP.POP.TOTL.FE.IN,4943878,4937610,4957893,4982129,5011630,5038129,5060022,5077260,5090417,5102319,5083927,5069237,5091182,5119216,5152724,5188357,5222746,5253594,5281317,5306234,5311222,5308474,5315223,5318968,5321149,5323783,5325406,5326996,5330381,5332695,5318204,5304874,5308996,5312759,5312406,5307140,5299351,5292241,5285821,5278928,5262502,5240000,5226006,5220599,5218357,5221570,5231488,5258047,5297852,5324047,5335541,5343660,5348916,5348039,5351090,5358877,5366453,5378161,5393705,5412760,5424401,5326877,5410575,5507052
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,38946165,39179842,39462166,39752698,39981003,40213615,40502989,40704757,40870349,41093241,41165133,41205798,41350112,41436145,41447266,41336551,41185468,41091296,41035282,41008471,41023210,41034624,40979209,40857893,40701232,40581045,40544645,40514474,40579185,40815651,41087494,41310786,41525342,41724789,41850373,41952669,42049718,42155893,42159998,42132985,42198832,42269743,42333358,42368216,42367382,42371865,42278226,42139308,42050191,41973689,41932189,41126974,41118790,41140519,41250774,41477200,41709920,41855160,41970559,42061667,42100629,42124059,42428700,42160349
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,43440,45145,47115,49434,52127,55106,58224,61446,64778,68729,73319,78339,83945,90091,97229,105943,116434,128461,141261,153584,164301,172959,179898,186254,193531,202885,214759,228844,243964,263468,291702,317642,315181,309317,315535,318673,326278,337988,351730,364134,375649,387616,399740,408733,415093,421709,430122,439631,448868,458393,467876,477148,486361,495528,504618,513575,522406,531163,539850,548432,556871,565118,573238,581342
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,32010,32427,32765,33141,33555,34019,34537,35105,35712,36355,36809,36974,37058,37143,37220,37279,37323,37338,37318,37260,37155,36992,36793,36601,36427,36265,36100,35926,35744,35544,35324,35185,35187,35213,35201,35160,35095,35007,34886,34737,34552,34425,34426,34468,34488,34488,34490,34486,34471,34458,34434,34539,34573,34939,35338,35345,34833,34154,33980,33828,33673,33492,33328,33212
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2308421,2324684,2342793,2361602,2380845,2400102,2419868,2438983,2454255,2467465,2482531,2498096,2514082,2530364,2544345,2554593,2562807,2572133,2581577,2589548,2594470,2595601,2595330,2594777,2594166,2594903,2597254,2599995,2601396,2603197,2607423,2613822,2621788,2629554,2637734,2650571,2664527,2674751,2683725,2692042,2700401,2709550,2717658,2724332,2730851,2737880,2746011,2756775,2771295,2785501,2797856,2809034,2818912,2829486,2841902,2859066,2879019,2896758,2910981,2921554,2930630,2942923,2967128,2990995
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,1621358,1673886,1727303,1781501,1836647,1892781,1950149,2008709,2067883,2127879,2189087,2251626,2315485,2380651,2446608,2512867,2579642,2647124,2715294,2784073,2853601,2923213,2992477,3062538,3133501,3204338,3274959,3345883,3417827,3491501,3566407,3641298,3715709,3789881,3864063,3937895,4010934,4082253,4151191,4219963,4289850,4358819,4425724,4490791,4553683,4614335,4672801,4730353,4789565,4851510,4915322,4979819,5044205,5107876,5170515,5231689,5291616,5351005,5410104,5467622,5527357,5588247,5644520,5696732
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,5659063,5752713,5814414,5876120,5937814,5988335,6077683,6218919,6364894,6514032,6665206,6820049,6981391,7150820,7329554,7590788,7932451,8221890,8465397,8726896,9007599,9308191,9626113,9958736,10303276,10657661,11012243,11350985,11675906,11991516,12297012,12598509,12910659,13222949,13516290,13795311,14062378,14318463,14549093,14762200,14978794,15195121,15408407,15624659,15854109,16098219,16359132,16643697,16955518,17288358,17633783,17988948,18358888,18741956,19136664,19543144,19956557,20373068,20780238,21175753,21551767,21912671,22270515,22614984
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,441098756,441194298,447293771,458933502,470378587,482167344,495584119,508604842,522110930,536443145,551162496,566125356,580241263,593885165,606783785,618494350,629324870,639473855,649685605,660075612,670313385,680862252,692539599,704345059,715651956,727209000,739391611,752251507,765275790,777963470,790380071,802371916,813717889,824761513,835801948,846727150,857489715,868178411,878408173,887817067,896589315,904944303,912912487,920583880,928014611,935408577,942841960,950292736,957695783,964880360,971950585,979498987,988021483,996476230,1004622486,1012426600,1020168620,1028160432,1035127910,1041177922,1046340481,1050156931,1053171937,1055764642
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,474112062,486433366,499097712,512076552,525431566,538816777,552248247,566205417,580568016,595217254,610190747,625178088,640496760,656496430,672900176,689680186,706853379,724358730,742108751,760604173,780039352,800617599,821899497,843328337,865103458,887201216,909610821,932361635,955352618,978410408,1002751106,1026214039,1049376092,1071759753,1093582660,1116308847,1140149374,1163926740,1187029906,1209893743,1232755125,1255649513,1278012269,1300138924,1322615533,1344923276,1367418289,1390000241,1412478305,1435069200,1457723408,1480664603,1503122495,1525252635,1546660662,1568192809,1589573627,1610382871,1630824809,1651374283,1671905660,1690278563,1709767556,1730287500
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,515363629,516578019,523875341,536711894,549369230,562402902,576965531,591044026,605797123,621503343,637609252,654460927,669904379,684903690,699219481,712222456,724212848,735475176,746768030,758296221,769610453,781296112,794123150,807005680,819284779,831727736,844712463,858369679,872170171,885645029,898800259,911658752,923801457,935603495,947416101,959083417,970682303,982089852,993041187,1003032221,1012466082,1021576620,1030168704,1038370096,1046252737,1054060711,1062057100,1070151528,1078254484,1085990983,1093594834,1101599244,1110623840,1119529969,1128171942,1136474055,1144696456,1153080932,1160419274,1166805619,1172065221,1175441410,1178222842,1181266807
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,67868173,69255122,70628599,72002971,73379267,74712431,76055898,77410362,78755779,80108357,81356623,82585231,83813785,85007686,86186544,87351461,88612751,89978899,91341496,92642922,93939122,95135353,96382838,97728614,99109713,100498264,101919660,103355866,104747574,106084725,107289218,108232870,109148043,109834042,110325605,110745841,111214839,111594858,111879559,112180920,112671113,113157214,113639869,114128168,114617737,115076781,115584777,115855584,116563129,117369891,118250842,119159521,120098421,121104376,122148476,123189323,124256669,125295496,126322992,127383606,128259859,129011971,128247817,127322927
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,351332656,354975633,358678263,362416021,366177373,369827946,373101733,376410488,379603531,382680016,385504541,388330618,391298129,394148502,396896728,399607908,402401435,405199038,407939339,410592639,413279280,415749244,418022281,420303889,422700434,425183200,427699629,430170711,432790049,435424154,437492552,439342177,440965155,442337254,443491086,444450493,445282015,446059531,446643258,447186224,447842044,448530568,449392976,450553770,451836980,453127551,454373681,455474421,457160677,458905510,460444625,461220151,462827917,464757562,466799449,468657951,470472276,472142052,473738223,475122520,476156322,476045484,476076216,475779687
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,2301749,2367077,2435202,2506125,2579977,2656801,2736479,2818902,2903963,2991449,3081232,3173310,3267595,3363934,3462045,3561662,3662699,3765348,3869749,3975821,4084028,4194245,4306126,4420331,4537104,4654829,4771816,4888132,5003677,5119086,5235019,5349544,5463659,5576000,5685255,5794809,5905430,6015867,6126181,6236190,6345533,6456412,6570479,6687722,6806468,6925941,7046762,7168964,7293096,7419388,7545581,7670966,7794256,7911715,8025457,8140628,8259701,8386601,8531909,8678162,8786064,8860886,8935072,9015132
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,13392299,13747763,14116182,14493560,14877131,15262686,15653266,16051975,16456446,16866054,17275285,17681661,18094276,18516598,18949378,19397870,19851735,20320228,20816848,21334666,21888344,22473275,23088875,23762267,24475716,25202951,25920362,26630782,27358958,28090540,28875808,29639951,30338908,31029518,31697361,32365712,33040450,33731604,34468291,35233974,35997556,36767961,37552383,38353482,39161149,39971380,40777190,41579742,42392582,43228158,44092069,45044515,46068060,47144052,48238207,49283756,50317285,51337876,52320897,53247874,54121571,54930870,55751050,56705185
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,140711562,141817529,142925026,144044934,145164037,146271873,147380573,148392847,149328586,150201968,150919276,151686426,152622558,153507314,154314243,155092108,155788229,156421630,157054824,157658973,158252866,158805863,159190100,159530927,159803488,160093063,160443147,160799943,161259701,161896588,162574187,163178334,163765234,164370929,164893666,165290443,165635594,166066343,166390922,166734911,167265605,167811988,168595629,169474655,170363086,171225613,171940064,172708797,173521674,174124833,174584265,174208913,174527337,175041853,175589629,175957448,176290424,176561814,176886119,176991993,177182670,177239133,177994882,178498715
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,493828,505670,518110,531092,544521,558388,572034,586074,601147,616644,632713,649395,666258,683299,700253,717191,735778,755945,776643,797883,819761,842381,865773,886849,905354,924076,943269,965486,990783,1015704,1039024,980917,918752,947198,975941,1031367,1082735,1094422,1110124,1130643,1150524,1182950,1223152,1273381,1325341,1356593,1377510,1397129,1433453,1469014,1497458,1523921,1542992,1561512,1571768,1576805,1586239,1598920,1619967,1643512,1668948,1698263,1727642,1757866
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,15662613,15798284,15935490,16067621,16220330,16390421,16552206,16750465,16964718,17126510,17310840,17513587,17700465,17888814,18066470,18243680,18429265,18612267,18784998,18945508,19094568,19226153,19336904,19427806,19505861,19575368,19634605,19687919,19733550,19770718,19799160,19853842,19949581,20050551,20143990,20231824,20315723,20400078,20482406,20563263,20653050,20795293,21071764,21422540,21759656,22092917,22444601,22837293,23183031,23395627,23524158,23630848,23675585,23631181,23585638,23583086,23619035,23691385,23806642,23982738,24102549,24129935,24307494,24609249
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,677310,682557,689349,696513,704303,711671,717190,720789,725508,731148,737786,746014,753498,759831,765581,770791,775510,780501,785198,788965,793105,798102,803234,808126,812733,817508,822867,828347,832617,835135,834760,830135,816402,797180,780920,767691,756861,748296,740850,742527,745852,741421,737236,733031,728994,724989,720757,717551,715418,713460,711219,708506,705519,702440,699883,699484,698661,698042,698558,699376,699591,699762,708704,719434
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,10885369,11160755,11449778,11751897,12068097,12399254,12729839,13073198,13441729,13818873,14207017,14602194,14999022,15405007,15810575,16204494,16622537,16949801,17242852,17502066,17599217,18046046,18758034,19284806,19784663,20334107,20921578,21616682,22440937,23284422,24130615,25156534,26192071,27091378,28015369,28953795,29895525,30838755,31792693,32776623,33771001,34778443,35822516,36892626,37988239,39108666,40253816,41435130,42641414,43862438,45118351,46414501,47729812,49043115,50377651,51752044,53178203,54654315,56155672,57695135,59291103,60910800,62543054,64205530
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,185592771,187011387,188450817,189935405,191448602,192880574,194309609,195746502,197076087,198295307,199281192,200292132,201561240,202789677,203978721,205183635,206302238,207317889,208264007,209141087,210002783,210819829,211460740,212032445,212527076,213027466,213577672,214127847,214760169,215459881,216140926,216713301,217269095,217932034,218523756,218958091,219295969,219703230,220005447,220329043,220631197,220936771,221420857,222178260,222972387,223745730,224389431,225023943,225714670,226328074,226670627,226178184,226416181,226881969,227389553,227718544,228014509,228268440,228571300,228655606,228777589,228194135,228823769,229279525
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,125835551,128519002,131299139,134161080,137105004,140117345,143189210,146353077,149627797,152980468,156417730,159952389,163561468,167334263,171272345,175312539,179447676,183609418,188096056,192762844,197037715,201110642,205554194,210236608,215132035,220206775,225260919,230401242,235547317,240887713,247256093,252823264,259155471,266092820,273517583,280735486,287064880,293295069,299936966,306863472,313787664,320936231,328741659,336877406,344996770,353353514,361872125,370373299,379276867,388694976,398312285,408033470,418015627,428128819,438043201,447757670,457714681,467896460,478193996,488763822,499687833,510672027,520302695,530513855
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2296157,2310872,2325380,2340845,2352957,2359865,2367948,2380290,2390548,2388999,2381309,2385196,2398160,2410491,2422574,2433448,2441374,2447818,2454234,2460831,2468653,2478753,2491720,2505739,2518587,2528692,2536340,2542778,2549388,2557332,2566950,2579101,2591828,2602704,2612386,2621081,2628393,2634948,2640865,2645875,2649961,2654451,2659227,2663977,2670579,2678810,2688154,2698375,2709097,2720424,2731505,2742669,2754264,2765375,2775309,2782780,2788351,2792462,2794308,2795824,2798495,2802531,2809620,2824431
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,195494,201983,208769,215843,223060,230332,237465,243898,249694,255321,260767,266013,270990,275633,280060,284601,289709,296003,303214,310651,318264,326058,334050,342284,350754,359264,366994,372579,376595,380301,383688,386746,389479,391905,394024,395923,398358,402393,407252,411835,416183,420342,424391,428320,432139,435930,439719,443235,446216,448778,451031,452986,454672,456098,457427,458693,459671,460146,460094,459666,460290,461603,463155,465493
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,24388808,24622320,24851535,25089970,25353223,25593135,25812157,26020124,26210977,26402004,26608142,26832207,27050001,27248194,27416506,27556997,27692333,27838293,27980799,28120722,28282745,28457105,28570521,28745158,28910672,29079129,29244161,29414890,29594588,29777651,29947113,30103214,30260329,30402713,30528826,30652917,30772754,30891023,30988782,31135853,31365794,31609245,31852476,32088612,32336968,32596067,32825830,33023600,33207934,33377741,33538255,33701265,33864269,34036175,34204877,34342402,34430680,34521778,34643889,34749339,34855924,34973992,35081787,35189170
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,16416,16598,16770,16951,17145,17363,17573,17762,17947,18128,18314,18526,18747,18962,19170,19369,19566,19779,20029,20303,20578,20857,21131,21370,21597,21878,22082,22363,22688,22980,22887,22776,22736,22387,21574,21072,21063,21332,21593,21815,22093,22499,22814,23128,23276,23249,23229,23256,23346,23457,23564,23655,23474,23400,23445,23654,23938,24295,24669,25022,25379,25719,26024,26304
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,21172,21941,22741,23500,24223,24980,25770,26565,27368,28212,29099,29951,30765,31616,32492,33346,34191,35078,36089,37227,38388,39568,40764,41975,43208,44456,45718,46987,48092,49023,49947,50860,51864,52985,54017,54661,54989,55270,55540,55807,56044,56193,56217,56126,55952,55715,55411,55034,54600,54153,53971,54053,54153,54275,54415,54581,54766,54974,55199,55394,55729,56107,56375,56655
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,264195,267332,270680,274229,277977,281945,286151,290594,295278,300888,307268,313610,320002,326595,333508,340826,348606,356840,365525,374646,384211,394265,404756,415628,426861,438438,450375,462688,475362,488303,501469,514869,528496,542350,556340,570313,584313,598591,613279,628420,644133,660490,677518,695266,713873,733577,754504,776714,800251,825309,852095,880537,910211,940524,970746,1000217,1028793,1056660,1084307,1112105,1139821,1167434,1195005,1222547
United Kingdom,GBR,"Population, female",SP.POP.TOTL.FE.IN,27087260,27265086,27460134,27637673,27802667,27974742,28125317,28275159,28414616,28532999,28637461,28738819,28823016,28870557,28877822,28865075,28853290,28846645,28850871,28873565,28906644,28922418,28918454,28901418,28923076,29001605,29083931,29134567,29328957,29551584,29641433,29738378,29784083,29818864,29892451,29961002,30023364,30089701,30166931,30254272,30343575,30437111,30543756,30665632,30821071,31014712,31222319,31441219,31663843,31880512,32103121,32327054,32532441,32731068,32949985,33182512,33404170,33612579,33803616,33978360,34085589,34044290,34423876,34701323
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1924250,1954000,1982895,2011185,2038577,2064559,2094826,2129389,2162514,2196240,2222043,2243079,2265663,2285410,2304922,2321396,2337355,2352295,2364972,2381524,2400047,2417316,2435262,2454410,2473414,2493059,2513072,2531624,2554583,2558015,2556290,2577163,2600895,2626606,2593003,2502876,2418803,2347341,2294649,2252871,2214960,2185751,2168752,2151908,2133445,2115346,2099503,2085211,2075617,2053492,2034476,2014512,1996214,1986816,1986106,1989375,1990777,1991301,1990754,1987553,1989234,1981454,1982788,1983955
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,3402983,3510587,3608526,3707613,3808323,3911440,4016613,4124220,4234805,4350251,4473875,4600319,4730655,4869959,5014306,5162453,5313549,5475225,5650067,5831724,6005550,6171766,6352550,6550087,6723743,6869761,7022303,7184454,7358036,7542614,7735488,7930394,8127176,8327319,8530629,8738146,8947239,9162969,9387262,9618135,9860638,10123040,10401243,10682004,10965049,11252882,11545647,11843569,12144756,12448621,12752437,13060547,13378562,13703178,14029963,14356569,14686334,15011792,15326382,15637515,15953563,16271078,16588340,16910369
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,11414,11397,11506,11712,11919,12127,12345,12570,12794,13017,13241,13419,13543,13657,13764,13859,13945,14024,14094,14152,14197,14227,14228,14188,14120,14033,13925,13790,13639,13473,13287,13131,13145,13282,13407,13515,13609,13695,13765,13820,13868,13884,13984,14189,14395,14608,14814,15014,15217,15417,15634,15842,16021,16215,16423,16614,16850,17153,17469,17804,18158,18513,18895,19326
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,1788740,1821014,1854217,1888343,1923452,1959615,1996891,2035458,2075333,2116033,2156939,2197712,2238313,2278758,2319127,2359609,2400396,2441949,2484864,2529835,2577592,2628499,2682902,2740500,2801479,2866658,2936034,3009306,3085603,3163511,3271350,3401112,3507737,3612386,3718867,3820612,3926172,4012100,4094401,4187972,4275271,4344644,4421918,4521154,4619866,4716953,4819683,4932548,5052051,5175679,5303204,5434472,5567927,5704153,5844864,5990767,6141620,6295675,6452610,6613827,6778437,6943925,7111822,7282935
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,201203,206596,212177,217945,223880,229976,236221,242725,249536,256588,263893,271513,279479,287777,296532,305859,315829,326526,337934,350109,363077,376731,391137,406624,422572,438762,455865,473906,492922,512977,534076,556124,578444,599757,619415,638202,657017,676029,695359,715029,734925,755095,775595,796675,818605,841509,865638,890851,916799,943456,970908,999299,1028748,1058894,1089023,1118808,1148242,1177300,1205898,1234385,1263752,1293829,1323973,1354585
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,288673,291022,294675,297644,295514,289546,286268,288054,293345,295766,297848,299435,300308,304060,314865,334114,356182,380474,405950,420052,424789,431888,439129,446470,453906,461451,469112,476915,484943,493227,501580,512427,527627,545192,562157,576324,588228,599284,610492,622232,634618,647830,661776,676426,691685,707555,724259,741929,760269,779227,798993,819621,841054,863090,885424,907851,930325,952680,975002,997539,1020125,1042725,1065850,1089544
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,138534,141174,143936,146818,149830,152985,156282,159730,163259,165278,164719,162453,159211,155527,151793,148258,144915,142867,142763,144550,149123,156583,166281,177028,187798,198141,207740,216635,225181,233733,242427,251345,260561,270119,279737,289442,299594,310230,321365,332997,349635,371327,393643,416699,440719,462137,480954,500928,522084,544385,567694,590985,614091,637744,661856,686284,710907,735652,760472,785324,807749,828870,850861,872672
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,4243998,4277322,4303245,4319420,4335508,4370132,4425256,4458165,4485019,4503102,4500065,4514003,4543153,4562652,4578411,4620203,4693735,4757368,4817689,4861113,4898647,4947852,4978327,5007196,5031896,5051239,5067817,5084876,5103629,5130612,5185788,5247847,5285766,5314499,5338815,5361399,5383172,5407996,5435765,5454395,5474870,5501833,5521522,5535747,5551573,5570703,5592530,5614075,5637262,5660762,5677254,5680238,5665118,5641796,5619195,5593702,5573396,5559688,5544756,5530964,5513797,5448694,5382141,5365598
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,49120,49642,50046,50343,50515,50563,50492,50376,50299,50288,50332,50416,50473,50425,50289,50087,49819,49479,49092,48654,48149,47861,47960,48186,48416,48668,48941,49237,49556,49890,50230,50571,50894,51201,51494,51770,52038,52301,52562,52822,53084,53286,53468,53675,53855,54026,54198,54364,54526,54679,54821,55090,55495,55903,56279,56612,56907,57132,57331,57553,57791,58008,58178,58334
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,15875,16400,16958,17565,18084,18806,19351,19904,20501,21090,21672,21963,22422,22690,22865,22849,22835,22645,22512,22661,22921,23288,23515,23781,24038,24262,24413,24702,25046,25315,25522,25571,25573,25611,25834,26005,26031,26059,26090,26079,26133,26228,26375,26475,26575,26617,26565,26486,26397,26412,26713,26727,26706,26586,26534,26466,26505,26505,26442,26550,26631,26780,26802,26929
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,1982716,2042947,2104912,2168267,2233140,2299655,2367415,2436292,2506039,2575950,2646506,2717823,2790627,2865494,2940860,3015414,3082564,3152484,3233727,3318694,3407852,3500133,3591586,3689595,3798282,3910473,4024032,4140114,4261052,4385882,4513619,4641190,4770049,4902736,5037757,5174463,5311795,5450996,5593786,5737673,5876886,6014689,6155399,6296929,6439982,6582502,6724833,6869508,7013386,7155882,7300223,7448022,7598353,7748674,7897290,8043665,8193483,8343979,8484036,8613924,8743331,8868626,8996408,9135826
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,28290,29305,30324,31352,32392,33443,34489,35526,36553,37589,38739,40029,41370,42727,44087,45428,46776,48141,49495,50909,52285,53519,54708,55895,57092,58302,59528,60782,62075,63397,64787,66239,67680,69095,70496,71896,73263,74581,75876,77189,78234,78858,79305,79668,79964,80207,80414,80602,80793,81018,81203,81258,81210,81091,80916,80694,80429,80132,79802,79447,79708,80573,81362,82090
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,285122,291541,298092,304731,311446,318223,325073,331997,339011,346139,352496,357563,362098,366439,370500,374285,377844,381183,384290,387172,389466,390643,390909,390641,389902,388734,387196,385360,383286,381055,378759,377880,378779,379967,381046,381979,382704,383235,383583,383697,383530,383017,382289,381966,381848,381314,380521,379635,378671,377587,376362,375024,375908,379181,382666,386282,389965,393694,403661,411269,413269,417833,421266,423896
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,469672532,475121309,480662697,486173051,491704281,497076034,501883389,506594042,511265440,515917896,520658641,526166800,530838089,535402037,539922087,544395914,548691205,552906662,557101563,561407647,565574062,569681168,573512055,577123831,580649218,584216943,587783642,591326290,595072627,599036794,602449500,606417582,610459058,614231922,617870213,621336358,624731488,628113266,631319462,634316594,637276008,640256072,643261882,646346386,649598385,652860063,656368143,660170161,664252506,668037812,670886672,673174066,676337612,679800550,683167650,686647830,690012513,692748795,694992207,697102861,700167380,699213865,701886591,705449218
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,1527049,1553930,1620301,1676377,1723212,1773769,1790896,1833421,1871138,1908872,1962377,2005626,2038445,2089688,2149815,2184023,2204717,2230041,2264229,2384640,2442270,2499905,2546720,2594836,2628981,2665463,2705909,2738961,2767432,2801543,2815859,2847387,2882714,2944221,3022520,3093761,3245972,3286259,3327176,3372486,3415832,3455617,3486811,3496256,3540359,3572775,3612029,3657879,3693758,3715993,3758325,3797743,3851200,3877091,3915693,3960934,3995956,4033925,4072423,4109737,4102464,4068311,4032283,4138892
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,1028042,1057484,1087718,1118937,1151227,1184696,1219324,1255087,1292072,1330419,1370328,1411951,1455314,1499544,1543681,1590295,1640292,1691743,1744443,1798472,1853835,1910448,1968333,2027613,2088061,2149318,2211515,2274907,2339731,2406260,2474914,2545802,2618828,2693981,2771217,2850568,2931782,3014532,3094387,3175742,3263292,3352235,3441456,3530430,3619166,3707741,3795954,3883970,3971938,4059716,4146895,4233532,4320145,4406694,4493171,4579909,4667169,4754880,4843339,4932542,5021043,5107017,5194476,5285151
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,82618017,84646975,86744880,88912450,91172529,93531852,95973891,98525551,101199178,103955784,106800022,109715034,112661256,115760708,119011669,122319894,125704327,129092983,132789051,136642920,139973898,143094488,146770762,150876878,155100593,159383747,163688723,168175022,172846935,177705770,182523819,187411564,192958672,199098413,205117987,211080661,217217780,223363018,229752524,236345586,242806040,249415153,256661719,264199009,271705469,279478869,287518617,295497948,303757685,312405927,321111438,330036611,339269214,348798607,358815451,369106812,379785876,390991293,402289164,413612407,425187882,436817855,448348257,460086804
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,2198423,2209877,2220992,2231548,2241355,2251818,2263448,2274436,2285230,2295818,2303892,2311307,2319303,2327783,2337039,2347131,2358895,2370887,2381997,2389175,2391796,2397764,2409439,2422014,2433740,2444941,2455359,2464690,2472406,2478233,2483138,2437472,2379190,2392190,2418915,2402113,2369024,2356999,2355033,2344302,2320825,2233007,2234708,2235934,2236425,2238918,2238670,2237035,2236059,2233038,2227498,2220230,2209916,2195721,2178527,2152382,2128986,2094933,2067643,2047101,2028487,2009887,1997208,1998511
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,1980835,2016813,2053720,2089766,2126585,2165790,2205520,2245948,2287293,2329402,2372331,2416332,2461504,2507731,2554953,2603207,2652349,2702296,2753124,2804785,2857254,2910764,2965659,3021965,3079735,3139253,3200608,3263832,3329050,3396056,3464634,3533943,3603353,3673014,3742664,3812976,3884592,3957205,4030503,4104619,4180185,4256301,4332043,4408182,4483406,4559115,4637240,4716245,4795715,4875921,4931157,4985507,5064196,5141963,5219083,5295939,5372035,5447367,5522066,5596002,5668475,5737335,5805291,5875810
